,VOLUME,VWAP,IMS,TRADES,CONC,TAM_VOLUME,TAM_VWAP,TAM_IMS,TAM_TRADES,TAM_CONC,HFA_VOLUME,HFA_VWAP,HFA_IMS,HFA_TRADES,HFA_CONC,RTW_VOLUME,RTW_VWAP,RTW_IMS,RTW_TRADES,RTW_CONC,B,S,E,F
9922,313,137754.85,5,6,0.49,313.0,137754.85,5.0,6.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9923,22976,83.64,3,3,0.47,22976.0,83.64,3.0,3.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9924,468427,113.43,10,11,0.81,468427.0,113.43,10.0,11.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9925,20901,76.61,18,25,0.3,11219.0,76.47,11.0,15.0,0.75,9682.0,76.77,7.0,10.0,0.39,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9926,458000,28.9,3,3,0.51,458000.0,28.9,3.0,3.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9927,722457,3514.55,28,44,0.13,591757.0,3516.58,22.0,33.0,0.18,130700.0,3505.38,6.0,11.0,0.28,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9928,37838,152.87,14,27,0.57,35717.0,152.93,10.0,17.0,0.64,2121.0,151.89,4.0,10.0,0.36,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9929,20657,5.09,6,18,0.31,12296.0,4.94,3.0,9.0,0.69,8361.0,5.31,3.0,9.0,0.39,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9931,218542,370.64,4,6,0.88,218542.0,370.64,4.0,6.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9932,47001,83.87,26,42,0.22,30100.0,84.1,21.0,34.0,0.24,16901.0,83.47,5.0,8.0,0.97,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9933,1489,30.76,3,8,0.72,1489.0,30.76,3.0,8.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9934,77419,11.04,4,13,0.7,0.0,0.0,0.0,0.0,0.0,77419.0,11.04,4.0,13.0,0.7,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9935,62178,37.52,21,37,0.16,43571.0,37.53,13.0,21.0,0.28,18607.0,37.51,8.0,16.0,0.23,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9936,2738399,15.79,9,9,0.47,2738399.0,15.79,9.0,9.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9937,9756,31.35,3,3,0.7,9756.0,31.35,3.0,3.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9938,387249,65.23,3,6,0.59,387249.0,65.23,3.0,6.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9941,1133,18.09,3,3,0.36,1133.0,18.09,3.0,3.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9942,63400,987.02,7,7,0.57,55200.0,986.93,4.0,4.0,0.73,8200.0,987.63,3.0,3.0,0.74,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9943,6148,4.12,3,4,0.51,6148.0,4.12,3.0,4.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9944,5764,15.28,3,4,0.67,0.0,0.0,0.0,0.0,0.0,5764.0,15.28,3.0,4.0,0.67,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9945,138977,150.58,40,81,0.16,101973.0,150.75,30.0,52.0,0.2,36614.0,150.14,7.0,15.0,0.7,390.0,149.48,3.0,14.0,0.7,0,1,1,0
9946,134709,44.29,18,34,0.23,46636.0,44.22,11.0,17.0,0.72,88073.0,44.32,7.0,17.0,0.33,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9947,52673,29.96,3,3,0.55,52673.0,29.96,3.0,3.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9949,626538,2.02,3,5,0.69,626538.0,2.02,3.0,5.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9950,217276,34.53,16,48,0.39,149921.0,34.44,12.0,23.0,0.64,67355.0,34.73,4.0,25.0,0.91,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9951,445666,16.66,9,10,0.23,153286.0,16.76,4.0,5.0,0.64,292380.0,16.6,5.0,5.0,0.37,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9953,1155000,95.33,4,4,0.33,1155000.0,95.33,4.0,4.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
9954,303561,49.08,4,5,0.4,303561.0,49.08,4.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9955,304540,112.99,14,18,0.37,304540.0,112.99,14.0,18.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9956,32568,192.13,5,6,0.59,32568.0,192.13,5.0,6.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9957,438037,0.93,7,7,0.27,438037.0,0.93,7.0,7.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9958,8918000,95.94,7,8,0.72,8918000.0,95.94,7.0,8.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
9959,23630,22.91,4,4,0.73,23630.0,22.91,4.0,4.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9960,161373,10962.39,21,38,0.19,150073.0,10960.15,16.0,32.0,0.21,11300.0,10992.07,5.0,6.0,0.33,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9962,523814,5.53,13,13,0.47,101674.0,5.55,9.0,9.0,0.36,422140.0,5.52,4.0,4.0,0.7,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9963,1250000,67.1,13,15,0.23,1250000.0,67.1,13.0,15.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9964,1353,19.37,3,3,0.66,1353.0,19.37,3.0,3.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9965,14036,24.33,15,15,0.58,12129.0,24.36,10.0,10.0,0.76,1907.0,24.15,5.0,5.0,0.64,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9966,30849000,100.15,3,4,0.95,30849000.0,100.15,3.0,4.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
9967,357623,18.07,17,21,0.38,357623.0,18.07,17.0,21.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9969,60326,116.3,8,8,0.62,60326.0,116.3,8.0,8.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9970,162296,17.39,16,83,0.32,21454.0,17.15,11.0,14.0,0.25,140842.0,17.43,5.0,69.0,0.42,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9971,890000,100.47,3,3,0.46,890000.0,100.47,3.0,3.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
9972,1012105,22.48,32,51,0.22,622100.0,22.5,18.0,26.0,0.42,360221.0,22.47,10.0,16.0,0.53,29784.0,22.04,4.0,9.0,0.43,1,0,1,0
9974,172134,5.52,6,6,0.4,172134.0,5.52,6.0,6.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9975,31149,200.38,3,3,0.52,31149.0,200.38,3.0,3.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9976,27481,103.73,5,9,0.44,27481.0,103.73,5.0,9.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9977,27377,11.74,3,3,0.92,27377.0,11.74,3.0,3.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9978,656180,95.31,3,3,0.9,656180.0,95.31,3.0,3.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
9979,818533,33.93,6,6,0.53,818533.0,33.93,6.0,6.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9980,491383,8.9,24,42,0.24,409225.0,8.9,18.0,30.0,0.32,82158.0,8.89,6.0,12.0,0.59,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9981,313244,78.05,53,94,0.12,234600.0,77.99,37.0,49.0,0.18,76715.0,78.24,13.0,42.0,0.23,1929.0,77.9,3.0,3.0,0.64,0,1,1,0
9982,265000,5.59,3,3,0.96,265000.0,5.59,3.0,3.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9983,7216,150.24,3,4,0.99,7216.0,150.24,3.0,4.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9984,57050,113.1,3,3,0.78,57050.0,113.1,3.0,3.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
9985,28260000,97.51,4,5,0.98,28260000.0,97.51,4.0,5.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
9986,9440000,32.9,3,3,0.91,9440000.0,32.9,3.0,3.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
9987,91831,13.0,8,19,0.35,45699.0,12.74,3.0,4.0,0.89,46132.0,13.25,5.0,15.0,0.5,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9988,254030,113.59,38,50,0.41,253402.0,113.59,35.0,46.0,0.41,628.0,113.37,3.0,4.0,0.44,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9990,1196653,13.49,16,21,0.27,1196653.0,13.49,16.0,21.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9992,942,342823.24,12,14,0.21,369.0,342857.83,9.0,11.0,0.23,573.0,342800.96,3.0,3.0,0.48,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9994,182665,13.87,6,7,0.69,182665.0,13.87,6.0,7.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9995,16625,36.75,10,13,0.31,11402.0,36.84,7.0,8.0,0.51,5223.0,36.53,3.0,5.0,0.69,0.0,0.0,0.0,0.0,0.0,0,1,1,0
9996,380000,86.55,3,3,0.83,380000.0,86.55,3.0,3.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
9997,555865,1196.2,24,31,0.13,276812.0,1197.54,15.0,21.0,0.16,243000.0,1195.2,6.0,7.0,0.47,36053.0,1192.66,3.0,3.0,0.99,1,0,1,0
9998,389155,18.09,22,30,0.51,91013.0,18.01,17.0,20.0,0.22,298142.0,18.12,5.0,10.0,0.85,0.0,0.0,0.0,0.0,0.0,1,0,1,0
9999,225961,115.37,35,121,0.28,178308.0,114.84,24.0,39.0,0.42,47653.0,117.36,11.0,82.0,0.46,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10000,296074765,95.33,15,47,0.15,72274000.0,95.4,9.0,16.0,0.24,223800765.0,95.3,6.0,31.0,0.24,0.0,0.0,0.0,0.0,0.0,0,1,0,1
10001,11370,90.97,18,18,0.14,7482.0,90.74,14.0,14.0,0.17,3888.0,91.41,4.0,4.0,0.59,0.0,0.0,0.0,0.0,0.0,0,1,1,0
10002,147986,6612.42,18,22,0.31,138386.0,6613.04,12.0,15.0,0.35,9600.0,6603.44,6.0,7.0,0.35,0.0,0.0,0.0,0.0,0.0,0,1,1,0
10003,2683440,130.91,4,5,0.87,2683440.0,130.91,4.0,5.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
10004,28640,107.05,16,22,0.15,28640.0,107.05,16.0,22.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
10005,235000,85.2,3,3,0.49,235000.0,85.2,3.0,3.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
10006,2141512000,100.62,11,22,0.59,2141512000.0,100.62,11.0,22.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
10007,18,102733.33,6,7,0.37,18.0,102733.33,6.0,7.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
10008,667462,144.86,61,120,0.35,578264.0,144.82,44.0,77.0,0.46,88992.0,145.14,14.0,37.0,0.44,206.0,145.73,3.0,6.0,0.44,0,1,1,0
10010,2001000,93.56,4,4,0.59,2001000.0,93.56,4.0,4.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
10011,34091,82.59,13,17,0.19,34091.0,82.59,13.0,17.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10012,8900,2779.43,3,3,0.83,8900.0,2779.43,3.0,3.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
10013,5243,46.63,9,11,0.49,5243.0,46.63,9.0,11.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10014,9046,72.47,17,26,0.35,1764.0,72.75,12.0,14.0,0.15,7282.0,72.4,5.0,12.0,0.53,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10015,388,20.25,5,6,0.3,388.0,20.25,5.0,6.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
10016,84664,31.14,11,20,0.66,73116.0,31.19,7.0,11.0,0.86,11548.0,30.81,4.0,9.0,0.69,0.0,0.0,0.0,0.0,0.0,0,1,1,0
10018,66483,25.03,25,33,0.18,61259.0,25.03,20.0,26.0,0.2,5224.0,25.04,5.0,7.0,0.26,0.0,0.0,0.0,0.0,0.0,0,1,1,0
10019,13200000,98.79,3,5,0.72,13200000.0,98.79,3.0,5.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
10020,11000,3062.38,3,3,0.58,0.0,0.0,0.0,0.0,0.0,11000.0,3062.38,3.0,3.0,0.58,0.0,0.0,0.0,0.0,0.0,0,1,1,0
10022,1006865,20.99,28,66,0.27,486721.0,20.98,22.0,37.0,0.12,520144.0,21.01,6.0,29.0,0.89,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10023,2214205,3.61,10,13,0.33,2214205.0,3.61,10.0,13.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
10024,8003,28.0,11,21,0.26,5270.0,27.99,7.0,7.0,0.47,2733.0,28.02,4.0,14.0,0.5,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10025,50412,5.9,4,5,0.85,0.0,0.0,0.0,0.0,0.0,50412.0,5.9,4.0,5.0,0.85,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10026,455000,94.68,3,3,0.5,455000.0,94.68,3.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
10028,90586,17.81,12,31,0.71,13375.0,17.85,8.0,12.0,0.44,77211.0,17.8,4.0,19.0,0.96,0.0,0.0,0.0,0.0,0.0,0,1,1,0
10029,2538000,96.81,3,4,0.67,2538000.0,96.81,3.0,4.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
10030,97832,2.95,10,14,0.46,29358.0,2.96,6.0,6.0,0.93,68474.0,2.94,4.0,8.0,0.78,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10031,472098,17.7,29,41,0.18,463267.0,17.7,26.0,38.0,0.18,8831.0,17.65,3.0,3.0,0.48,0.0,0.0,0.0,0.0,0.0,0,1,1,0
10032,644366,2.86,5,12,0.42,0.0,0.0,0.0,0.0,0.0,644366.0,2.86,5.0,12.0,0.42,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10034,115300,2179.26,10,11,0.73,111700.0,2179.24,6.0,7.0,0.78,3600.0,2180.04,4.0,4.0,0.79,0.0,0.0,0.0,0.0,0.0,0,1,1,0
10035,506,208.43,3,3,0.98,506.0,208.43,3.0,3.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10036,88616,44.57,15,21,0.41,20644.0,44.57,10.0,12.0,0.24,67972.0,44.57,5.0,9.0,0.67,0.0,0.0,0.0,0.0,0.0,0,1,1,0
10037,10528000,109.31,4,5,0.44,10528000.0,109.31,4.0,5.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
10038,51746,35.84,17,24,0.22,17463.0,36.01,10.0,12.0,0.36,34283.0,35.76,7.0,12.0,0.41,0.0,0.0,0.0,0.0,0.0,0,1,1,0
10039,374250000,100.5,3,3,0.85,374250000.0,100.5,3.0,3.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
10042,25700,4821.68,6,6,0.33,25700.0,4821.68,6.0,6.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
10043,2156000,4.39,3,3,0.48,0.0,0.0,0.0,0.0,0.0,2156000.0,4.39,3.0,3.0,0.48,0.0,0.0,0.0,0.0,0.0,0,1,1,0
10044,136725,45.32,23,42,0.34,62331.0,45.44,15.0,21.0,0.8,74394.0,45.21,8.0,21.0,0.58,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10045,384837,262.7,10,11,0.27,384837.0,262.7,10.0,11.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
10046,177200,1211.66,11,11,0.22,122900.0,1211.51,7.0,7.0,0.37,54300.0,1212.01,4.0,4.0,0.37,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10047,555519,49.59,40,72,0.33,360769.0,49.51,28.0,42.0,0.7,194478.0,49.72,9.0,27.0,0.27,272.0,49.61,3.0,3.0,0.61,1,0,1,0
10048,116000,104.07,3,3,0.5,116000.0,104.07,3.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
10049,17704,121.52,17,37,0.19,11034.0,122.1,13.0,19.0,0.23,6670.0,120.56,4.0,18.0,0.7,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10050,2621470,111.72,3,4,0.98,2621470.0,111.72,3.0,4.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
10051,55517,51.41,7,17,0.6,2113.0,51.22,3.0,3.0,0.47,53404.0,51.42,4.0,14.0,0.64,0.0,0.0,0.0,0.0,0.0,0,1,1,0
10052,414717,4732.39,14,19,0.31,47717.0,4698.99,9.0,12.0,0.31,367000.0,4736.74,5.0,7.0,0.38,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10053,78250,88.87,26,38,0.31,78250.0,88.87,26.0,38.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
10055,93998,14.11,13,21,0.5,82812.0,14.11,9.0,12.0,0.63,11186.0,14.16,4.0,9.0,0.49,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10056,20717,23.46,3,6,0.79,20717.0,23.46,3.0,6.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10057,17220,11.78,6,6,0.53,17220.0,11.78,6.0,6.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10058,33103222,4.66,19,29,0.2,33103222.0,4.66,19.0,29.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10059,76242,25.93,11,18,0.46,61478.0,25.93,7.0,10.0,0.69,14764.0,25.93,4.0,8.0,0.42,0.0,0.0,0.0,0.0,0.0,0,1,1,0
10061,879600,4.7,6,8,0.58,879600.0,4.7,6.0,8.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
10062,117910,40.83,18,30,0.35,109695.0,40.81,15.0,23.0,0.4,8215.0,40.98,3.0,7.0,0.46,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10063,60729,2505.02,10,15,0.18,42829.0,2508.36,7.0,9.0,0.25,17900.0,2497.04,3.0,6.0,0.57,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10064,84800,2532.38,5,7,0.48,84800.0,2532.38,5.0,7.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10065,395178,6.59,9,14,0.19,395178.0,6.59,9.0,14.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10066,377000,40.92,6,10,0.42,377000.0,40.92,6.0,10.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10067,12900,5680.02,8,9,0.23,12900.0,5680.02,8.0,9.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
10068,10960,46.18,4,4,0.93,10960.0,46.18,4.0,4.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
10070,6195600,126.82,3,3,0.85,6195600.0,126.82,3.0,3.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
10073,153190,26.86,25,78,0.22,93128.0,27.0,16.0,18.0,0.38,60062.0,26.64,9.0,60.0,0.48,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10074,35847,9.97,4,4,0.68,35847.0,9.97,4.0,4.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10075,59670,58.58,5,5,0.98,59670.0,58.58,5.0,5.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
10076,164642,74.7,23,39,0.63,157404.0,74.71,18.0,28.0,0.69,7238.0,74.45,5.0,11.0,0.51,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10077,81488,48.09,4,14,0.88,81488.0,48.09,4.0,14.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
10078,1035000,91.34,3,3,0.38,1035000.0,91.34,3.0,3.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
10079,34000,644.21,3,3,0.51,34000.0,644.21,3.0,3.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10080,1006000,7.68,4,4,0.86,1006000.0,7.68,4.0,4.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
10081,3519,41.32,8,17,0.16,3519.0,41.32,8.0,17.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10082,442450,182.46,81,185,0.23,323812.0,182.47,65.0,129.0,0.4,111638.0,182.51,12.0,45.0,0.34,7000.0,180.99,4.0,11.0,0.55,1,0,1,0
10083,2708,20.91,4,6,0.57,0.0,0.0,0.0,0.0,0.0,2708.0,20.91,4.0,6.0,0.57,0.0,0.0,0.0,0.0,0.0,0,1,1,0
10084,333083,16.11,7,8,0.5,333083.0,16.11,7.0,8.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10085,1686157,2.68,14,40,0.37,651941.0,2.72,9.0,18.0,0.34,1034216.0,2.65,5.0,22.0,0.85,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10086,1466439,101.67,13,16,0.21,1466439.0,101.67,13.0,16.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10087,239,437.28,3,3,0.42,239.0,437.28,3.0,3.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
10088,21127,152.87,31,45,0.13,9025.0,152.87,24.0,31.0,0.11,12102.0,152.87,7.0,14.0,0.33,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10090,70572,50.27,15,16,0.45,70572.0,50.27,15.0,16.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10091,801000,103.6,3,3,0.96,801000.0,103.6,3.0,3.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
10092,14742000,100.23,3,4,0.59,14742000.0,100.23,3.0,4.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
10093,112917,2.13,5,8,0.31,0.0,0.0,0.0,0.0,0.0,112917.0,2.13,5.0,8.0,0.31,0.0,0.0,0.0,0.0,0.0,0,1,1,0
10094,274262,9.88,14,30,0.23,64884.0,9.88,6.0,7.0,0.5,209378.0,9.88,8.0,23.0,0.35,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10097,262700,2079.64,14,17,0.31,228200.0,2079.89,10.0,13.0,0.4,34500.0,2078.03,4.0,4.0,0.64,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10098,75808,4.82,5,5,0.38,75808.0,4.82,5.0,5.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
10099,123439124,110.22,3,5,0.61,123439124.0,110.22,3.0,5.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
10100,13506200,109.54,8,12,0.43,13506200.0,109.54,8.0,12.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
10101,113175,64.3,26,54,0.26,95971.0,64.27,21.0,39.0,0.35,17204.0,64.43,5.0,15.0,0.62,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10102,1182765,10.87,25,36,0.13,1182765.0,10.87,25.0,36.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10103,688944,30.16,38,63,0.23,651805.0,30.17,35.0,59.0,0.25,37139.0,29.97,3.0,4.0,0.38,0.0,0.0,0.0,0.0,0.0,1,0,1,0
10104,1185000,97.16,4,4,0.36,1185000.0,97.16,4.0,4.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
